"id","index","ec_list_no","cas_id_number","name","page_id","url"
"4906","","248-839-3","28098-67-1","[S-(R*,S*)]-2-methyl-2-(4-methylcyclohex-3-enyl)oxirane","1130","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1130"
"4907","","609-545-4","38377-38-7","4-Fluorophenyl chloroformate","1132","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1132"
"4908","","211-677-9","684-78-6","Trifluoroacetic trifluoroacetohydroxamic anhydride","1133","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1133"
"4909","","227-734-6","5961-55-7","4-methoxy-1-naphthonitrile","1139","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1139"
"4910","","222-193-2","3385-03-3","Flunisolide","1144","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1144"
"4911","","603-745-5","133454-47-4","1-[4-[3-[4-(6-Fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxyphenyl]ethanone","1148","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1148"
"4912","","247-585-0","26290-70-0","Dipotassium butyl phosphate","1152","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1152"
"4913","","304-802-4","94279-56-8","Silicic acid (H4SiO4), zirconium(4+) salt (1:1), reaction products with sodium hydroxide","1153","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1153"
"4914","","283-585-7","84682-23-5","2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolane-4-methanol","1154","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1154"
"4915","","201-958-4","90-00-6","2-ethylphenol","1156","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1156"
"4916","","451-900-9","894406-76-9","DDACarbonate","1157","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1157"
"4917","","240-852-2","16830-40-3","Lauric acid, compound with 2-aminoethanol (1:1)","1158","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1158"
"4918","","258-416-5","53179-11-6","Loperamide","1160","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1160"
"4919","","604-858-2","152460-09-8","2-(2-Methyl-5-nitroanilino)-4-(3-pyridyl)pyrimidine","1163","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1163"
"4920","","244-742-5","22036-77-7","[ethylenebis[nitrilobis(methylene)]]tetrakisphosphonic acid, sodium salt","1165","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1165"
"4921","","236-616-3","13451-00-8","Strontium silicate(1:1)","1168","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1168"
"4922","","616-305-2","76189-56-5","Phosphine, 1,1'-[(1S)-[1,1'-binaphthalene]-2,2'-diyl]bis[1,1-diphenyl-","1170","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1170"
"4923","","619-171-3","95759-44-7","4''-Ethyl-2'-fluor-4-propyl-1,1':4',1''-terphenyl","1174","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1174"
"4924","","269-889-2","68389-40-2","Phosphoric acid, isodecyl ester, potassium salt","1177","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1177"
"4925","","212-406-7","814-80-2","Calcium dilactate","1178","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1178"
"4926","","205-532-9","142-29-0","Cyclopentene","1180","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1180"
"4927","","238-865-3","14802-03-0","2-ethylhexyl hydrogen -2-ethylhexylphosphonate","1183","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1183"
"4928","","212-144-3","765-38-8","2-methylpyrrolidine","1185","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1185"
"4929","","296-507-1","92704-71-7","Soaps, stocks, peanut-oil, acidulated, hydrogenated","1186","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1186"
"4930","","243-299-5","19780-25-7","2-ethyl-2-butenal","1188","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1188"
"4931","","236-848-5","13511-38-1","3-chloro-2,2-dimethylpropaneoic acid","1193","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1193"
"4932","","222-478-1","3487-99-8","Pentyl cinnamate","1201","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1201"
"4933","","236-780-6","13478-50-7","Lead thiosulphate","1205","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1205"
"4934","","206-429-1","340-05-6","(±)-α-(trifluoromethyl)benzyl alcohol","1207","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1207"
"4935","","224-135-1","4209-90-9","2,2-dimethylhexan-3-ol","1208","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1208"
"4936","","230-561-9","7194-87-8","Hentetracontane","1217","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1217"
"4937","","208-625-2","536-17-4","4-dimethylaminobenzylidenerhodanine","1223","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1223"
"4938","","215-455-2","1327-03-3","Phenol, 2(or 4)-(2,4-dinitrophenyl)amino-, sulfurized, thiosulfonated","1227","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1227"
"4939","","212-260-4","773-99-9","Naphthalen-1-ethanol","1228","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1228"
"4940","","240-070-1","15932-80-6","2-isopropylidene-5-methylcyclohexanone","1229","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1229"
"4941","","230-132-6","6952-93-8","Cyclopropanecarbohydrazide","1232","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1232"
"4942","","604-084-5","138564-59-7","5-methyl-2-[(2-nitrophenyl)amino]thiophene-3-carbonitrile","1234","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1234"
"4943","","263-134-0","61790-41-8","Quaternary ammonium compounds, trimethylsoya alkyl, chlorides","1235","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1235"
"4944","","619-276-4","97564-42-6","4-trans-Propyl-[1,1-bicyclohexyl]-4-trans-carbonic acid-(4-propylphenyl)ester","1240","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1240"
"4945","","219-482-0","2444-36-2","o-chlorophenylacetic acid","1244","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1244"
"4946","","610-589-1","50926-11-9","Indium Tin Oxide","1245","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1245"
"4947","","228-091-4","6123-63-3","1-(5-methyl-1-phenyl-1H-pyrazol-4-yl)ethan-1-one","1247","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1247"
"4948","","470-080-3","","SOKALAN PG B62","1252","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1252"
"4949","","224-277-4","4276-49-7","Bromoicosane","1253","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1253"
"4950","","204-896-6","128-58-5","16,17-dimethoxyviolanthrene-5,10-dione","1254","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1254"
"4951","","216-631-1","1631-26-1","1-benzyl-1H-pyrrole-2,5-dione","1258","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1258"
"4952","","207-659-5","487-52-5","2',3,4,4'-tetrahydroxychalcone","1269","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1269"
"4953","","235-255-9","12142-33-5","Dipotassium tin trioxide","1270","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1270"
"4954","","225-210-1","4720-29-0","3-(benzylamino)propanol","1273","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1273"
"4955","","267-104-8","67800-80-0","Methyl 2-[(2-methylundecylidene)amino]benzoate","1274","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1274"
"4956","","298-364-0","93803-89-5","2,2-bis[[(1-oxoisononyl)oxy]methyl]-1,3-propanediyl diisononanoate","1278","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1278"
"4957","","260-287-5","56613-80-0","(R)-β-aminophenethyl alcohol","1284","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1284"
"4958","","243-051-6","19429-30-2","Di-tert-butyldichlorostannane","1289","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1289"
"4959","","460-420-9","","FAME","1292","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1292"
"4960","","210-935-8","626-19-7","Isophthalaldehyde","1299","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1299"
"4961","","216-293-5","1552-42-7","6-dimethylamino-3,3-bis(4-dimethylaminophenyl)phthalide","1304","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1304"
"4962","","614-751-2","68876-82-4","Amides, from C16-22 fatty acids and diethylenetriamine","1307","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1307"
"4963","","236-498-3","13406-89-8","Lead(2+) 2,4-dinitroresorcinolate","1308","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1308"
"4964","","208-373-3","525-48-4","2-(3-carboxy-4-hydroxyphenyl)quinoline-4-carboxylic acid","1316","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1316"
"4965","","237-550-8","13837-56-4","(±)-tetrahydro-2,6,6-trimethyl-2-vinyl-2H-pyran","1317","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1317"
"4966","","303-196-9","94159-20-3","Orthoboric acid, compound with 1,3,5-triazine-2,4,6-triamine (1:1)","1324","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1324"
"4967","","303-400-6","94167-02-9","Fucus serratus, ext.","1328","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1328"
"4968","","251-993-4","34395-72-7","N-[3-(dodecylamino)propyl]glycine","1330","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1330"
"4969","","254-467-2","39478-78-9","5-bromo-o-toluidine","1345","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1345"
"4970","","213-619-8","994-49-0","Hexaethyldisiloxane","1346","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1346"
"4971","","226-035-3","5238-27-7","2-methylvaleryl chloride","1347","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1347"
"4972","","201-008-9","77-17-8","Ethyl 4-phenylpiperidine-4-carboxylate","1348","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1348"
"4973","","248-236-5","27121-30-8","[29H,31H-phthalocyaninetrisulphonyl trichloridato(2-)-N29,N30,N31,N32]copper","1353","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1353"
"4974","","606-710-2","21132-76-3","Docosanoyl chloride","1356","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1356"
"4975","","209-141-4","556-82-1","3-methylbut-2-en-1-ol","1357","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1357"
"4976","","613-103-6","62893-54-3","Cyclopropaneethanamine","1358","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1358"
"4977","","605-658-8","173011-06-8","2-(2-hydroxyethoxy)propyl prop-2-enoate; 2-[2-[2-[2-(1-methyl-2-prop-2-enoyloxy-ethoxy)ethoxymethyl]butoxy]ethoxy]propyl 3-(dibutylamino)propanoate","1364","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1364"
"4978","","500-305-3","116810-31-2","Alcohols, cetyl oleyl, ethoxylated, propoxylated","1371","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1371"
"4979","","614-465-8","68413-29-6","Cashew, nutshell liq., polymer with diethylenetriamine and formaldehyde","1373","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1373"
"4980","","203-274-1","105-14-6","5-diethylaminopentan-2-one","1379","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1379"
"4981","","249-197-7","28749-63-5","4-[3-[4-hydroxy-5-isopropyl-o-tolyl]-1-oxo-3H-isobenzofuran-3-yl]-6-isopropyl-m-tolylphosphoric acid, sodium salt","1384","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1384"
"4982","","249-693-3","29555-02-0","2-methylcyclopropanecarboxylic acid","1388","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1388"
"4983","","255-368-7","41448-29-7","3,7-dimethylnona-2,6-dienal","1394","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1394"
"4984","","416-080-9","","PERGASCRIPT ORANGE I-G","1395","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1395"
"4985","","227-069-1","5630-53-5","Tibolone","1398","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1398"
"4986","","225-095-8","4656-81-9","Tetrahexylammonium perchlorate","1400","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1400"
"4987","","219-952-5","2581-34-2","4-nitro-m-cresol","1402","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1402"
"4988","","215-845-2","1427-07-2","2-fluoro-4-nitrotoluene","1406","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1406"
"4989","","297-990-1","93776-60-4","Phosphoric acid, decyl ester, compd. with 2-aminoethanol","1407","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1407"
"4990","","216-049-8","1483-72-3","Diphenyliodonium chloride","1414","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1414"
"4991","","240-514-4","16469-17-3","Neodymium trihydroxide","1426","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1426"
"4992","","292-427-6","90622-27-8","Alkenes, C11-12, hydroformylation products, distn. residues","1429","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1429"
"4993","","253-672-4","37806-29-4","2-ethoxybenzylamine","1431","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1431"
"4994","","613-404-2","63935-38-6","Cycloprothrin","1433","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1433"
"4995","","255-747-7","42278-67-1","Potassium hydro(triisopropoxy)borate","1436","https://echa.europa.eu/information-on-chemicals/cl-inventory-database/-/discli/details/1436"
